2022-11-28 17:51:58,203 [trainer.py] => config: ./exps/bic.json
2022-11-28 17:51:58,205 [trainer.py] => prefix: reproduce
2022-11-28 17:51:58,205 [trainer.py] => dataset: cifar100
2022-11-28 17:51:58,205 [trainer.py] => memory_size: 2000
2022-11-28 17:51:58,205 [trainer.py] => memory_per_class: 20
2022-11-28 17:51:58,205 [trainer.py] => fixed_memory: False
2022-11-28 17:51:58,206 [trainer.py] => shuffle: True
2022-11-28 17:51:58,206 [trainer.py] => init_cls: 10
2022-11-28 17:51:58,206 [trainer.py] => increment: 10
2022-11-28 17:51:58,206 [trainer.py] => model_name: bic
2022-11-28 17:51:58,206 [trainer.py] => convnet_type: resnet32
2022-11-28 17:51:58,206 [trainer.py] => device: [device(type='cuda', index=0), device(type='cuda', index=1), device(type='cuda', index=2), device(type='cuda', index=3)]
2022-11-28 17:51:58,212 [trainer.py] => seed: 1993
Files already downloaded and verified
Files already downloaded and verified
2022-11-28 17:52:00,900 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2022-11-28 17:52:01,239 [trainer.py] => All params: 464154
2022-11-28 17:52:01,239 [trainer.py] => Trainable params: 464154
2022-11-28 17:52:01,240 [bic.py] => Learning on 0-10
2022-11-28 17:52:01,254 [bic.py] => Parameters of bias layer:
2022-11-28 17:52:01,255 [bic.py] => 0 => 1.000, 0.000
2022-11-28 17:52:28,493 [bic.py] => training => Task 0, Epoch 1/170 => Loss 2.810, Train_accy 18.620, Test_accy 17.000
2022-11-28 17:54:03,729 [bic.py] => training => Task 0, Epoch 17/170 => Loss 0.902, Train_accy 59.280, Test_accy 61.900
2022-11-28 17:54:09,963 [bic.py] => training => Task 0, Epoch 18/170 => Loss 0.895, Train_accy 70.320, Test_accy 67.300
2022-11-28 17:54:15,955 [bic.py] => training => Task 0, Epoch 19/170 => Loss 0.810, Train_accy 71.560, Test_accy 71.400
2022-11-28 17:54:21,838 [bic.py] => training => Task 0, Epoch 20/170 => Loss 0.834, Train_accy 70.400, Test_accy 68.200
2022-11-28 17:54:27,841 [bic.py] => training => Task 0, Epoch 21/170 => Loss 0.789, Train_accy 67.740, Test_accy 67.200
2022-11-28 17:54:34,021 [bic.py] => training => Task 0, Epoch 22/170 => Loss 0.741, Train_accy 67.880, Test_accy 64.800
2022-11-28 17:54:40,402 [bic.py] => training => Task 0, Epoch 23/170 => Loss 0.689, Train_accy 72.560, Test_accy 69.100
2022-11-28 17:54:46,385 [bic.py] => training => Task 0, Epoch 24/170 => Loss 0.670, Train_accy 76.640, Test_accy 71.900
2022-11-28 17:54:52,056 [bic.py] => training => Task 0, Epoch 25/170 => Loss 0.643, Train_accy 76.140, Test_accy 75.300
2022-11-28 17:54:58,208 [bic.py] => training => Task 0, Epoch 26/170 => Loss 0.648, Train_accy 78.860, Test_accy 75.500
2022-11-28 17:55:03,920 [bic.py] => training => Task 0, Epoch 27/170 => Loss 0.616, Train_accy 75.960, Test_accy 72.500
2022-11-28 17:55:09,761 [bic.py] => training => Task 0, Epoch 28/170 => Loss 0.595, Train_accy 67.220, Test_accy 65.200
2022-11-28 17:55:16,033 [bic.py] => training => Task 0, Epoch 29/170 => Loss 0.576, Train_accy 77.080, Test_accy 72.700
2022-11-28 17:55:21,777 [bic.py] => training => Task 0, Epoch 30/170 => Loss 0.545, Train_accy 79.980, Test_accy 75.400
2022-11-28 17:55:27,927 [bic.py] => training => Task 0, Epoch 31/170 => Loss 0.532, Train_accy 81.720, Test_accy 79.000
2022-11-28 17:55:33,846 [bic.py] => training => Task 0, Epoch 32/170 => Loss 0.513, Train_accy 81.620, Test_accy 78.400
2022-11-28 17:55:39,759 [bic.py] => training => Task 0, Epoch 33/170 => Loss 0.520, Train_accy 79.320, Test_accy 74.400
2022-11-28 17:55:45,950 [bic.py] => training => Task 0, Epoch 34/170 => Loss 0.524, Train_accy 84.660, Test_accy 79.700
2022-11-28 17:55:51,933 [bic.py] => training => Task 0, Epoch 35/170 => Loss 0.489, Train_accy 82.920, Test_accy 78.900
2022-11-28 17:55:58,038 [bic.py] => training => Task 0, Epoch 36/170 => Loss 0.513, Train_accy 77.440, Test_accy 74.800
2022-11-28 17:56:04,113 [bic.py] => training => Task 0, Epoch 37/170 => Loss 0.466, Train_accy 79.480, Test_accy 75.200
2022-11-28 17:56:09,848 [bic.py] => training => Task 0, Epoch 38/170 => Loss 0.494, Train_accy 81.460, Test_accy 77.100
2022-11-28 17:56:15,990 [bic.py] => training => Task 0, Epoch 39/170 => Loss 0.435, Train_accy 85.760, Test_accy 81.400
2022-11-28 17:56:22,074 [bic.py] => training => Task 0, Epoch 40/170 => Loss 0.435, Train_accy 86.960, Test_accy 81.200
2022-11-28 17:56:27,874 [bic.py] => training => Task 0, Epoch 41/170 => Loss 0.479, Train_accy 83.140, Test_accy 77.500
2022-11-28 17:56:33,975 [bic.py] => training => Task 0, Epoch 42/170 => Loss 0.419, Train_accy 88.260, Test_accy 83.000
2022-11-28 17:56:39,714 [bic.py] => training => Task 0, Epoch 43/170 => Loss 0.400, Train_accy 86.620, Test_accy 82.200
2022-11-28 17:56:45,742 [bic.py] => training => Task 0, Epoch 44/170 => Loss 0.363, Train_accy 90.060, Test_accy 83.000
2022-11-28 17:56:52,012 [bic.py] => training => Task 0, Epoch 45/170 => Loss 0.353, Train_accy 88.300, Test_accy 81.500
2022-11-28 17:56:57,885 [bic.py] => training => Task 0, Epoch 46/170 => Loss 0.349, Train_accy 85.980, Test_accy 78.600
2022-11-28 17:57:04,020 [bic.py] => training => Task 0, Epoch 47/170 => Loss 0.361, Train_accy 82.580, Test_accy 77.400
2022-11-28 17:57:09,924 [bic.py] => training => Task 0, Epoch 48/170 => Loss 0.399, Train_accy 84.260, Test_accy 76.700
2022-11-28 17:57:16,239 [bic.py] => training => Task 0, Epoch 49/170 => Loss 0.415, Train_accy 85.540, Test_accy 78.800
2022-11-28 17:57:22,425 [bic.py] => training => Task 0, Epoch 50/170 => Loss 0.363, Train_accy 86.520, Test_accy 80.000
2022-11-28 17:57:28,451 [bic.py] => training => Task 0, Epoch 51/170 => Loss 0.368, Train_accy 89.600, Test_accy 81.900
2022-11-28 17:57:34,427 [bic.py] => training => Task 0, Epoch 52/170 => Loss 0.286, Train_accy 89.220, Test_accy 83.800
2022-11-28 17:57:40,356 [bic.py] => training => Task 0, Epoch 53/170 => Loss 0.333, Train_accy 90.140, Test_accy 83.200
2022-11-28 17:57:46,452 [bic.py] => training => Task 0, Epoch 54/170 => Loss 0.360, Train_accy 89.660, Test_accy 83.200
2022-11-28 17:57:52,295 [bic.py] => training => Task 0, Epoch 55/170 => Loss 0.324, Train_accy 90.020, Test_accy 81.300
2022-11-28 17:57:58,200 [bic.py] => training => Task 0, Epoch 56/170 => Loss 0.340, Train_accy 86.660, Test_accy 81.300
2022-11-28 17:58:04,286 [bic.py] => training => Task 0, Epoch 57/170 => Loss 0.378, Train_accy 82.460, Test_accy 77.100
2022-11-28 17:58:10,319 [bic.py] => training => Task 0, Epoch 58/170 => Loss 0.328, Train_accy 91.300, Test_accy 84.600
2022-11-28 17:58:16,269 [bic.py] => training => Task 0, Epoch 59/170 => Loss 0.271, Train_accy 92.840, Test_accy 87.100
2022-11-28 17:58:22,277 [bic.py] => training => Task 0, Epoch 60/170 => Loss 0.244, Train_accy 92.300, Test_accy 85.800
2022-11-28 17:58:28,296 [bic.py] => training => Task 0, Epoch 61/170 => Loss 0.190, Train_accy 96.060, Test_accy 88.300
2022-11-28 17:58:34,266 [bic.py] => training => Task 0, Epoch 62/170 => Loss 0.175, Train_accy 96.840, Test_accy 88.300
2022-11-28 17:58:40,036 [bic.py] => training => Task 0, Epoch 63/170 => Loss 0.149, Train_accy 97.380, Test_accy 88.100
2022-11-28 17:58:46,156 [bic.py] => training => Task 0, Epoch 64/170 => Loss 0.152, Train_accy 97.080, Test_accy 88.500
2022-11-28 17:58:52,387 [bic.py] => training => Task 0, Epoch 65/170 => Loss 0.143, Train_accy 97.200, Test_accy 88.200
2022-11-28 17:58:58,575 [bic.py] => training => Task 0, Epoch 66/170 => Loss 0.138, Train_accy 97.680, Test_accy 88.400
2022-11-28 17:59:04,315 [bic.py] => training => Task 0, Epoch 67/170 => Loss 0.114, Train_accy 97.680, Test_accy 87.600
2022-11-28 17:59:10,462 [bic.py] => training => Task 0, Epoch 68/170 => Loss 0.119, Train_accy 97.720, Test_accy 88.200
2022-11-28 17:59:16,350 [bic.py] => training => Task 0, Epoch 69/170 => Loss 0.107, Train_accy 97.560, Test_accy 88.900
2022-11-28 17:59:22,387 [bic.py] => training => Task 0, Epoch 70/170 => Loss 0.128, Train_accy 97.740, Test_accy 88.100
2022-11-28 17:59:28,224 [bic.py] => training => Task 0, Epoch 71/170 => Loss 0.114, Train_accy 97.800, Test_accy 88.400
2022-11-28 17:59:34,179 [bic.py] => training => Task 0, Epoch 72/170 => Loss 0.124, Train_accy 97.980, Test_accy 89.100
2022-11-28 17:59:40,464 [bic.py] => training => Task 0, Epoch 73/170 => Loss 0.102, Train_accy 98.240, Test_accy 88.400
2022-11-28 17:59:46,662 [bic.py] => training => Task 0, Epoch 74/170 => Loss 0.107, Train_accy 98.340, Test_accy 88.700
2022-11-28 17:59:52,649 [bic.py] => training => Task 0, Epoch 75/170 => Loss 0.103, Train_accy 98.140, Test_accy 89.300
2022-11-28 17:59:58,637 [bic.py] => training => Task 0, Epoch 76/170 => Loss 0.108, Train_accy 98.520, Test_accy 89.000
2022-11-28 18:00:04,581 [bic.py] => training => Task 0, Epoch 77/170 => Loss 0.098, Train_accy 97.840, Test_accy 88.700
2022-11-28 18:00:10,653 [bic.py] => training => Task 0, Epoch 78/170 => Loss 0.113, Train_accy 98.160, Test_accy 89.200
2022-11-28 18:00:16,904 [bic.py] => training => Task 0, Epoch 79/170 => Loss 0.086, Train_accy 98.520, Test_accy 88.400
2022-11-28 18:00:22,584 [bic.py] => training => Task 0, Epoch 80/170 => Loss 0.111, Train_accy 98.880, Test_accy 88.400
2022-11-28 18:00:28,439 [bic.py] => training => Task 0, Epoch 81/170 => Loss 0.098, Train_accy 98.460, Test_accy 89.100
2022-11-28 18:00:34,338 [bic.py] => training => Task 0, Epoch 82/170 => Loss 0.083, Train_accy 98.540, Test_accy 89.200
2022-11-28 18:00:40,365 [bic.py] => training => Task 0, Epoch 83/170 => Loss 0.085, Train_accy 98.420, Test_accy 88.800
2022-11-28 18:00:46,494 [bic.py] => training => Task 0, Epoch 84/170 => Loss 0.079, Train_accy 98.900, Test_accy 89.000
2022-11-28 18:00:52,455 [bic.py] => training => Task 0, Epoch 85/170 => Loss 0.094, Train_accy 98.900, Test_accy 88.900
2022-11-28 18:00:58,462 [bic.py] => training => Task 0, Epoch 86/170 => Loss 0.082, Train_accy 98.780, Test_accy 88.800
2022-11-28 18:01:04,426 [bic.py] => training => Task 0, Epoch 87/170 => Loss 0.103, Train_accy 98.640, Test_accy 89.100
2022-11-28 18:01:10,445 [bic.py] => training => Task 0, Epoch 88/170 => Loss 0.109, Train_accy 98.660, Test_accy 89.000
2022-11-28 18:01:16,635 [bic.py] => training => Task 0, Epoch 89/170 => Loss 0.084, Train_accy 98.620, Test_accy 88.500
2022-11-28 18:01:22,583 [bic.py] => training => Task 0, Epoch 90/170 => Loss 0.086, Train_accy 98.840, Test_accy 88.500
2022-11-28 18:01:28,196 [bic.py] => training => Task 0, Epoch 91/170 => Loss 0.079, Train_accy 98.740, Test_accy 88.400
2022-11-28 18:01:34,320 [bic.py] => training => Task 0, Epoch 92/170 => Loss 0.088, Train_accy 98.700, Test_accy 88.900
2022-11-28 18:01:40,500 [bic.py] => training => Task 0, Epoch 93/170 => Loss 0.090, Train_accy 98.940, Test_accy 88.600
2022-11-28 18:01:46,418 [bic.py] => training => Task 0, Epoch 94/170 => Loss 0.089, Train_accy 98.920, Test_accy 88.800
2022-11-28 18:01:52,354 [bic.py] => training => Task 0, Epoch 95/170 => Loss 0.101, Train_accy 99.180, Test_accy 88.800
2022-11-28 18:01:58,313 [bic.py] => training => Task 0, Epoch 96/170 => Loss 0.072, Train_accy 98.980, Test_accy 88.900
2022-11-28 18:02:04,364 [bic.py] => training => Task 0, Epoch 97/170 => Loss 0.067, Train_accy 99.220, Test_accy 89.100
2022-11-28 18:02:10,579 [bic.py] => training => Task 0, Epoch 98/170 => Loss 0.081, Train_accy 99.080, Test_accy 89.100
2022-11-28 18:02:16,702 [bic.py] => training => Task 0, Epoch 99/170 => Loss 0.071, Train_accy 99.080, Test_accy 89.000
2022-11-28 18:02:22,722 [bic.py] => training => Task 0, Epoch 100/170 => Loss 0.085, Train_accy 99.420, Test_accy 89.400
2022-11-28 18:02:28,929 [bic.py] => training => Task 0, Epoch 101/170 => Loss 0.074, Train_accy 99.100, Test_accy 89.300
2022-11-28 18:02:35,032 [bic.py] => training => Task 0, Epoch 102/170 => Loss 0.085, Train_accy 99.020, Test_accy 89.600
2022-11-28 18:02:41,044 [bic.py] => training => Task 0, Epoch 103/170 => Loss 0.057, Train_accy 99.020, Test_accy 89.300
2022-11-28 18:02:47,148 [bic.py] => training => Task 0, Epoch 104/170 => Loss 0.056, Train_accy 99.320, Test_accy 89.800
2022-11-28 18:02:53,087 [bic.py] => training => Task 0, Epoch 105/170 => Loss 0.064, Train_accy 99.240, Test_accy 89.600
2022-11-28 18:02:59,007 [bic.py] => training => Task 0, Epoch 106/170 => Loss 0.075, Train_accy 99.240, Test_accy 90.100
2022-11-28 18:03:04,826 [bic.py] => training => Task 0, Epoch 107/170 => Loss 0.054, Train_accy 99.020, Test_accy 89.000
2022-11-28 18:03:10,758 [bic.py] => training => Task 0, Epoch 108/170 => Loss 0.054, Train_accy 99.460, Test_accy 89.900
2022-11-28 18:03:16,453 [bic.py] => training => Task 0, Epoch 109/170 => Loss 0.067, Train_accy 99.360, Test_accy 89.700
2022-11-28 18:03:22,340 [bic.py] => training => Task 0, Epoch 110/170 => Loss 0.068, Train_accy 99.260, Test_accy 89.500
2022-11-28 18:03:28,518 [bic.py] => training => Task 0, Epoch 111/170 => Loss 0.058, Train_accy 99.280, Test_accy 89.200
2022-11-28 18:03:34,494 [bic.py] => training => Task 0, Epoch 112/170 => Loss 0.065, Train_accy 99.260, Test_accy 89.700
2022-11-28 18:03:40,695 [bic.py] => training => Task 0, Epoch 113/170 => Loss 0.058, Train_accy 99.260, Test_accy 88.900
2022-11-28 18:03:46,640 [bic.py] => training => Task 0, Epoch 114/170 => Loss 0.085, Train_accy 99.160, Test_accy 89.200
2022-11-28 18:03:52,580 [bic.py] => training => Task 0, Epoch 115/170 => Loss 0.061, Train_accy 99.240, Test_accy 89.000
2022-11-28 18:03:58,304 [bic.py] => training => Task 0, Epoch 116/170 => Loss 0.056, Train_accy 99.400, Test_accy 89.400
2022-11-28 18:04:03,961 [bic.py] => training => Task 0, Epoch 117/170 => Loss 0.085, Train_accy 99.400, Test_accy 89.600
2022-11-28 18:04:09,935 [bic.py] => training => Task 0, Epoch 118/170 => Loss 0.066, Train_accy 99.440, Test_accy 89.600
2022-11-28 18:04:15,874 [bic.py] => training => Task 0, Epoch 119/170 => Loss 0.052, Train_accy 99.400, Test_accy 89.800
2022-11-28 18:04:21,775 [bic.py] => training => Task 0, Epoch 120/170 => Loss 0.046, Train_accy 99.320, Test_accy 89.200
2022-11-28 18:04:28,025 [bic.py] => training => Task 0, Epoch 121/170 => Loss 0.058, Train_accy 99.580, Test_accy 90.000
2022-11-28 18:04:34,149 [bic.py] => training => Task 0, Epoch 122/170 => Loss 0.072, Train_accy 99.160, Test_accy 89.500
2022-11-28 18:04:40,228 [bic.py] => training => Task 0, Epoch 123/170 => Loss 0.058, Train_accy 99.380, Test_accy 89.600
2022-11-28 18:04:46,051 [bic.py] => training => Task 0, Epoch 124/170 => Loss 0.044, Train_accy 99.180, Test_accy 89.600
2022-11-28 18:04:52,057 [bic.py] => training => Task 0, Epoch 125/170 => Loss 0.067, Train_accy 99.380, Test_accy 89.700
2022-11-28 18:04:58,226 [bic.py] => training => Task 0, Epoch 126/170 => Loss 0.074, Train_accy 99.360, Test_accy 89.800
2022-11-28 18:05:04,261 [bic.py] => training => Task 0, Epoch 127/170 => Loss 0.051, Train_accy 99.240, Test_accy 89.400
2022-11-28 18:05:10,282 [bic.py] => training => Task 0, Epoch 128/170 => Loss 0.056, Train_accy 99.400, Test_accy 89.200
2022-11-28 18:05:16,474 [bic.py] => training => Task 0, Epoch 129/170 => Loss 0.058, Train_accy 99.260, Test_accy 88.900
2022-11-28 18:05:22,554 [bic.py] => training => Task 0, Epoch 130/170 => Loss 0.063, Train_accy 99.460, Test_accy 88.800
2022-11-28 18:05:28,489 [bic.py] => training => Task 0, Epoch 131/170 => Loss 0.064, Train_accy 99.400, Test_accy 88.800
2022-11-28 18:05:34,477 [bic.py] => training => Task 0, Epoch 132/170 => Loss 0.055, Train_accy 99.320, Test_accy 89.600
2022-11-28 18:05:40,591 [bic.py] => training => Task 0, Epoch 133/170 => Loss 0.068, Train_accy 99.420, Test_accy 89.500
2022-11-28 18:05:46,759 [bic.py] => training => Task 0, Epoch 134/170 => Loss 0.058, Train_accy 99.520, Test_accy 89.200
2022-11-28 18:05:52,808 [bic.py] => training => Task 0, Epoch 135/170 => Loss 0.049, Train_accy 99.200, Test_accy 88.500
2022-11-28 18:05:58,782 [bic.py] => training => Task 0, Epoch 136/170 => Loss 0.078, Train_accy 99.460, Test_accy 89.200
2022-11-28 18:06:05,404 [bic.py] => training => Task 0, Epoch 137/170 => Loss 0.046, Train_accy 99.300, Test_accy 89.500
2022-11-28 18:06:11,555 [bic.py] => training => Task 0, Epoch 138/170 => Loss 0.061, Train_accy 99.480, Test_accy 89.500
2022-11-28 18:06:17,557 [bic.py] => training => Task 0, Epoch 139/170 => Loss 0.067, Train_accy 99.420, Test_accy 89.200
2022-11-28 18:06:23,694 [bic.py] => training => Task 0, Epoch 140/170 => Loss 0.056, Train_accy 99.400, Test_accy 89.500
2022-11-28 18:06:29,683 [bic.py] => training => Task 0, Epoch 141/170 => Loss 0.087, Train_accy 99.280, Test_accy 88.800
2022-11-28 18:06:36,000 [bic.py] => training => Task 0, Epoch 142/170 => Loss 0.063, Train_accy 99.540, Test_accy 89.300
2022-11-28 18:06:41,823 [bic.py] => training => Task 0, Epoch 143/170 => Loss 0.058, Train_accy 99.440, Test_accy 89.500
2022-11-28 18:06:47,866 [bic.py] => training => Task 0, Epoch 144/170 => Loss 0.078, Train_accy 99.460, Test_accy 89.600
2022-11-28 18:06:53,924 [bic.py] => training => Task 0, Epoch 145/170 => Loss 0.060, Train_accy 99.320, Test_accy 89.100
2022-11-28 18:06:59,715 [bic.py] => training => Task 0, Epoch 146/170 => Loss 0.060, Train_accy 99.540, Test_accy 89.000
2022-11-28 18:07:05,854 [bic.py] => training => Task 0, Epoch 147/170 => Loss 0.079, Train_accy 99.520, Test_accy 88.500
2022-11-28 18:07:11,539 [bic.py] => training => Task 0, Epoch 148/170 => Loss 0.068, Train_accy 99.480, Test_accy 89.700
2022-11-28 18:07:17,331 [bic.py] => training => Task 0, Epoch 149/170 => Loss 0.082, Train_accy 99.180, Test_accy 89.300
2022-11-28 18:07:23,147 [bic.py] => training => Task 0, Epoch 150/170 => Loss 0.054, Train_accy 99.420, Test_accy 89.400
2022-11-28 18:07:29,197 [bic.py] => training => Task 0, Epoch 151/170 => Loss 0.074, Train_accy 99.180, Test_accy 88.900
2022-11-28 18:07:35,104 [bic.py] => training => Task 0, Epoch 152/170 => Loss 0.061, Train_accy 99.380, Test_accy 89.600
2022-11-28 18:07:41,287 [bic.py] => training => Task 0, Epoch 153/170 => Loss 0.066, Train_accy 99.520, Test_accy 89.200
2022-11-28 18:07:47,303 [bic.py] => training => Task 0, Epoch 154/170 => Loss 0.047, Train_accy 99.420, Test_accy 89.100
2022-11-28 18:07:53,040 [bic.py] => training => Task 0, Epoch 155/170 => Loss 0.056, Train_accy 99.380, Test_accy 89.400
2022-11-28 18:07:59,022 [bic.py] => training => Task 0, Epoch 156/170 => Loss 0.056, Train_accy 99.460, Test_accy 89.000
2022-11-28 18:08:05,247 [bic.py] => training => Task 0, Epoch 157/170 => Loss 0.053, Train_accy 99.620, Test_accy 89.500
2022-11-28 18:08:11,293 [bic.py] => training => Task 0, Epoch 158/170 => Loss 0.049, Train_accy 99.360, Test_accy 89.800
2022-11-28 18:08:17,121 [bic.py] => training => Task 0, Epoch 159/170 => Loss 0.068, Train_accy 99.260, Test_accy 89.300
2022-11-28 18:08:23,215 [bic.py] => training => Task 0, Epoch 160/170 => Loss 0.058, Train_accy 99.420, Test_accy 89.400
2022-11-28 18:08:29,487 [bic.py] => training => Task 0, Epoch 161/170 => Loss 0.066, Train_accy 99.440, Test_accy 89.100
2022-11-28 18:08:35,994 [bic.py] => training => Task 0, Epoch 162/170 => Loss 0.055, Train_accy 99.400, Test_accy 89.700
2022-11-28 18:08:42,160 [bic.py] => training => Task 0, Epoch 163/170 => Loss 0.076, Train_accy 99.380, Test_accy 89.200
2022-11-28 18:08:47,990 [bic.py] => training => Task 0, Epoch 164/170 => Loss 0.076, Train_accy 99.160, Test_accy 89.300
2022-11-28 18:08:54,194 [bic.py] => training => Task 0, Epoch 165/170 => Loss 0.081, Train_accy 99.220, Test_accy 89.000
2022-11-28 18:09:00,334 [bic.py] => training => Task 0, Epoch 166/170 => Loss 0.081, Train_accy 99.340, Test_accy 89.000
2022-11-28 18:09:06,497 [bic.py] => training => Task 0, Epoch 167/170 => Loss 0.067, Train_accy 99.580, Test_accy 89.600
2022-11-28 18:09:12,744 [bic.py] => training => Task 0, Epoch 168/170 => Loss 0.061, Train_accy 99.460, Test_accy 89.400
2022-11-28 18:09:19,057 [bic.py] => training => Task 0, Epoch 169/170 => Loss 0.056, Train_accy 99.640, Test_accy 89.400
2022-11-28 18:09:25,389 [bic.py] => training => Task 0, Epoch 170/170 => Loss 0.047, Train_accy 99.280, Test_accy 88.700
2022-11-28 18:09:25,391 [base.py] => Reducing exemplars...(200 per classes)
2022-11-28 18:09:25,391 [base.py] => Constructing exemplars...(200 per classes)
2022-11-28 18:09:36,093 [bic.py] => Parameters of bias layer:
2022-11-28 18:09:36,093 [bic.py] => 0 => 1.000, 0.000
2022-11-28 18:09:38,225 [bic.py] => Exemplar size: 2000
2022-11-28 18:09:38,225 [trainer.py] => CNN: {'total': 88.7, '00-09': 88.7, 'old': 0, 'new': 88.7}
2022-11-28 18:09:38,225 [trainer.py] => NME: {'total': 88.5, '00-09': 88.5, 'old': 0, 'new': 88.5}
2022-11-28 18:09:38,225 [trainer.py] => CNN top1 curve: [88.7]
2022-11-28 18:09:38,225 [trainer.py] => CNN top5 curve: [99.4]
2022-11-28 18:09:38,225 [trainer.py] => NME top1 curve: [88.5]
2022-11-28 18:09:38,225 [trainer.py] => NME top5 curve: [99.4]

2022-11-28 18:09:38,226 [trainer.py] => All params: 464806
2022-11-28 18:09:38,226 [trainer.py] => Trainable params: 464806
2022-11-28 18:09:38,227 [bic.py] => Learning on 10-20
2022-11-28 18:09:38,312 [bic.py] => Stage1 dset: 6600, Stage2 dset: 400
